source_survey_itemID	target_survey_itemID	Study	module	item_type	item_name	item_value	source_text	target_text
ESS_R08_2016_ENG_SOURCE_89	ESS_R08_2016_GER_DE_78	ESS_R08_2016	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	RESPONSE	B4	888	Don't know	Weiß nicht
ESS_R08_2016_ENG_SOURCE_90	ESS_R08_2016_GER_DE_79	ESS_R08_2016	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	INSTRUCTION	B5		CARD 8	Bitte sagen Sie es mir anhand von Liste 8.
ESS_R08_2016_ENG_SOURCE_91	ESS_R08_2016_GER_DE_80	ESS_R08_2016	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	REQUEST	B5		And how confident are you in your own ability to participate in politics?	Wie sehr vertrauen Sie Ihren eigenen Fähigkeiten, sich am politischen Geschehen zu beteiligen?
ESS_R08_2016_ENG_SOURCE_92	ESS_R08_2016_GER_DE_81	ESS_R08_2016	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	RESPONSE	B5	0	Not at all confident13	Vertraue meinen Fähigkeiten überhaupt nicht
ESS_R08_2016_ENG_SOURCE_96	ESS_R08_2016_GER_DE_82	ESS_R08_2016	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	RESPONSE	B5	4	Completely confident	Vertraue meinen Fähigkeiten voll und ganz
ESS_R08_2016_ENG_SOURCE_97	ESS_R08_2016_GER_DE_83	ESS_R08_2016	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	RESPONSE	B5	777	Refusal	Antwort verweigert
ESS_R08_2016_ENG_SOURCE_98	ESS_R08_2016_GER_DE_84	ESS_R08_2016	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	RESPONSE	B5	888	Don't know	Weiß nicht
ESS_R08_2016_ENG_SOURCE_99	ESS_R08_2016_GER_DE_85	ESS_R08_2016	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	INSTRUCTION	B6		CARD 9	Bitte benutzen Sie Liste 9 und sagen Sie mir zu jeder öffentlichen Einrichtung oder Personengruppe, die ich Ihnen nenne, wie sehr Sie  persönlich  jeder einzelnen davon vertrauen.
ESS_R08_2016_ENG_SOURCE_101	ESS_R08_2016_GER_DE_87	ESS_R08_2016	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	INSTRUCTION	B6		0 means you do not trust an institution at all, and 10 means you  have complete trust.	0 bedeutet, dass Sie dieser Einrichtung oder Personengruppe überhaupt nicht vertrauen, und 10 bedeutet, dass Sie ihr voll und ganz vertrauen.
ESS_R08_2016_ENG_SOURCE_103	ESS_R08_2016_GER_DE_89	ESS_R08_2016	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	INSTRUCTION	B6		READ OUT	BITTE VORLESEN.
ESS_R08_2016_ENG_SOURCE_100	ESS_R08_2016_GER_DE_86	ESS_R08_2016	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	REQUEST	B6		Using this card, please tell me on a score of 0-10 how much you  personally  trust each of the institutions I read out.	Verwenden Sie dazu diese Skala von 0 bis 10.
ESS_R08_2016_ENG_SOURCE_102	ESS_R08_2016_GER_DE_88	ESS_R08_2016	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	REQUEST	B6		Firstly...	Wie ist das mit...
ESS_R08_2016_ENG_SOURCE_104	ESS_R08_2016_GER_DE_90	ESS_R08_2016	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	REQUEST	B6		...[country]'s parliament?	..dem Bundestag?
ESS_R08_2016_ENG_SOURCE_105	ESS_R08_2016_GER_DE_91	ESS_R08_2016	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	RESPONSE	B6	0	No trust at all	Vertraue überhaupt nicht
ESS_R08_2016_ENG_SOURCE_106	ESS_R08_2016_GER_DE_92	ESS_R08_2016	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	RESPONSE	B6	1	Complete trust	Vertraue voll und ganz
ESS_R08_2016_ENG_SOURCE_107	ESS_R08_2016_GER_DE_93	ESS_R08_2016	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	RESPONSE	B6	777	Refusal	Antwort verweigert
ESS_R08_2016_ENG_SOURCE_108	ESS_R08_2016_GER_DE_94	ESS_R08_2016	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	RESPONSE	B6	888	Don't know	Weiß nicht
ESS_R08_2016_ENG_SOURCE_109	ESS_R08_2016_GER_DE_95	ESS_R08_2016	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	INSTRUCTION	B7		CARD 9	Liste 9
ESS_R08_2016_ENG_SOURCE_111	ESS_R08_2016_GER_DE_96	ESS_R08_2016	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	INSTRUCTION	B7		0 means you do not trust an institution at all, and 10 means you  have complete trust.	Bitte benutzen Sie Liste 9 und sagen Sie mir zu jeder öffentlichen Einrichtung oder Personengruppe, die ich Ihnen nenne, wie sehr Sie  persönlich  jeder einzelnen davon vertrauen.
	ESS_R08_2016_GER_DE_98	ESS_R08_2016	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	INSTRUCTION	B7			0 bedeutet, dass Sie dieser Einrichtung oder Personengruppe überhaupt nicht vertrauen, und 10 bedeutet, dass Sie ihr voll und ganz vertrauen.
ESS_R08_2016_ENG_SOURCE_113	ESS_R08_2016_GER_DE_100	ESS_R08_2016	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	INSTRUCTION	B7		READ OUT	BITTE VORLESEN.
ESS_R08_2016_ENG_SOURCE_110	ESS_R08_2016_GER_DE_97	ESS_R08_2016	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	REQUEST	B7		Using this card, please tell me on a score of 0-10 how much you  personally  trust each of the institutions I read out.	Verwenden Sie dazu diese Skala von 0 bis 10.
ESS_R08_2016_ENG_SOURCE_112	ESS_R08_2016_GER_DE_99	ESS_R08_2016	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	REQUEST	B7		Firstly...	Wie ist das mit...
ESS_R08_2016_ENG_SOURCE_114	ESS_R08_2016_GER_DE_101	ESS_R08_2016	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	REQUEST	B7		...the legal system?	...der Justiz?
ESS_R08_2016_ENG_SOURCE_115	ESS_R08_2016_GER_DE_102	ESS_R08_2016	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	RESPONSE	B7	0	No trust at all	Vertraue überhaupt nicht
ESS_R08_2016_ENG_SOURCE_116	ESS_R08_2016_GER_DE_103	ESS_R08_2016	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	RESPONSE	B7	1	Complete trust	Vertraue voll und ganz
ESS_R08_2016_ENG_SOURCE_117	ESS_R08_2016_GER_DE_104	ESS_R08_2016	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	RESPONSE	B7	777	Refusal	Antwort verweigert
ESS_R08_2016_ENG_SOURCE_118	ESS_R08_2016_GER_DE_105	ESS_R08_2016	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	RESPONSE	B7	888	Don't know	Weiß nicht
