source_survey_itemID	target_survey_itemID	Study	module	item_type	item_name	item_value	source_text	target_text
ESS_R09_2018_ENG_SOURCE_57	ESS_R09_2018_GER_AT_60	ESS_R09_2018	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	RESPONSE	B4	3	Some	Etwas
ESS_R09_2018_ENG_SOURCE_58	ESS_R09_2018_GER_AT_61	ESS_R09_2018	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	RESPONSE	B4	4	A lot	Stark
ESS_R09_2018_ENG_SOURCE_59	ESS_R09_2018_GER_AT_62	ESS_R09_2018	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	RESPONSE	B4	5	A great deal	Sehr stark
ESS_R09_2018_ENG_SOURCE_60	ESS_R09_2018_GER_AT_63	ESS_R09_2018	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	INSTRUCTION	B5		CARD 8	KARTE 8
ESS_R09_2018_ENG_SOURCE_61	ESS_R09_2018_GER_AT_64	ESS_R09_2018	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	REQUEST	B5		And how confident are you in your own ability to participate in politics?	Wie sehr vertrauen Sie Ihren eigenen Fähigkeiten, sich am politischen Geschehen zu beteiligen?
ESS_R09_2018_ENG_SOURCE_62	ESS_R09_2018_GER_AT_65	ESS_R09_2018	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	RESPONSE	B5	1	Not at all confident	Vertraue meinen Fähigkeiten überhaupt nicht
ESS_R09_2018_ENG_SOURCE_63	ESS_R09_2018_GER_AT_66	ESS_R09_2018	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	RESPONSE	B5	2	A little confident	Vertraue meinen Fähigkeiten ein bisschen
ESS_R09_2018_ENG_SOURCE_64	ESS_R09_2018_GER_AT_67	ESS_R09_2018	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	RESPONSE	B5	3	Quite confident	Vertraue meinen Fähigkeiten ziemlich
ESS_R09_2018_ENG_SOURCE_65	ESS_R09_2018_GER_AT_68	ESS_R09_2018	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	RESPONSE	B5	4	Very confident	Vertraue meinen Fähigkeiten sehr
ESS_R09_2018_ENG_SOURCE_66	ESS_R09_2018_GER_AT_69	ESS_R09_2018	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	RESPONSE	B5	5	Completely confident	Vertraue meinen Fähigkeiten voll und ganz
ESS_R09_2018_ENG_SOURCE_67	ESS_R09_2018_GER_AT_70	ESS_R09_2018	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	INSTRUCTION	B6		CARD 9	KARTE 9
ESS_R09_2018_ENG_SOURCE_71	ESS_R09_2018_GER_AT_71	ESS_R09_2018	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	INSTRUCTION	B6		READ OUT...	Verwenden Sie diese Karte.
ESS_R09_2018_ENG_SOURCE_69	ESS_R09_2018_GER_AT_73	ESS_R09_2018	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	INSTRUCTION	B6		0 means you do not trust an institution at all, and 10 means you have complete trust.	0 heißt, Sie vertrauen dieser Institution überhaupt nicht, 10 bedeutet, Sie vertrauen ihr vollkommen.
	ESS_R09_2018_GER_AT_75	ESS_R09_2018	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	INSTRUCTION	B6			VORLESEN...
ESS_R09_2018_ENG_SOURCE_68	ESS_R09_2018_GER_AT_72	ESS_R09_2018	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	REQUEST	B6		Using this card, please tell me on a score of 0-10 how much you  personally  trust each of the institutions I read out.	Sagen Sie mir bitte – auf einer Skala von 0 bis 10 – wie sehr Sie  persönlich  jeder dieser Institutionen vertrauen.
ESS_R09_2018_ENG_SOURCE_70	ESS_R09_2018_GER_AT_74	ESS_R09_2018	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	REQUEST	B6		Firstly...	Erstens, ...
ESS_R09_2018_ENG_SOURCE_72	ESS_R09_2018_GER_AT_76	ESS_R09_2018	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	REQUEST	B6		..[country]'s parliament?	..dem österreichischen Parlament?
ESS_R09_2018_ENG_SOURCE_73	ESS_R09_2018_GER_AT_77	ESS_R09_2018	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	RESPONSE	B6	1	No trust at all	überhaupt kein Vertrauen
ESS_R09_2018_ENG_SOURCE_74	ESS_R09_2018_GER_AT_78	ESS_R09_2018	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	RESPONSE	B6	11	Complete trust	vollkommenes Vertrauen
ESS_R09_2018_ENG_SOURCE_75	ESS_R09_2018_GER_AT_79	ESS_R09_2018	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	RESPONSE	B6	777	Refusal	Verweigert
ESS_R09_2018_ENG_SOURCE_76	ESS_R09_2018_GER_AT_80	ESS_R09_2018	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	RESPONSE	B6	888	Don't know	Weiß nicht
ESS_R09_2018_ENG_SOURCE_77	ESS_R09_2018_GER_AT_81	ESS_R09_2018	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	REQUEST	B7		..the legal system?	..der Justiz?
ESS_R09_2018_ENG_SOURCE_78	ESS_R09_2018_GER_AT_82	ESS_R09_2018	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	REQUEST	B8		..the police?	..der Polizei?
ESS_R09_2018_ENG_SOURCE_79	ESS_R09_2018_GER_AT_83	ESS_R09_2018	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	REQUEST	B9		..politicians?	..den Politikern?
ESS_R09_2018_ENG_SOURCE_80	ESS_R09_2018_GER_AT_84	ESS_R09_2018	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	REQUEST	B10		..political parties?	..den politischen Parteien?
ESS_R09_2018_ENG_SOURCE_81	ESS_R09_2018_GER_AT_85	ESS_R09_2018	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	REQUEST	B11		..the European Parliament?	..dem Europäischen Parlament?
ESS_R09_2018_ENG_SOURCE_82	ESS_R09_2018_GER_AT_86	ESS_R09_2018	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	REQUEST	B12		..the United Nations?	..den Vereinten Nationen?
ESS_R09_2018_ENG_SOURCE_83	ESS_R09_2018_GER_AT_87	ESS_R09_2018	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	REQUEST	B13		Some people don't vote nowadays for one reason or another.	Manche Menschen wählen heutzutage aus verschiedenen Gründen nicht mehr.
ESS_R09_2018_ENG_SOURCE_84	ESS_R09_2018_GER_AT_88	ESS_R09_2018	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	REQUEST	B13		Did you vote in the last [country] national election in [month/year]?	Haben Sie bei der letzten Nationalratswahl im Oktober 2017 gewählt?
ESS_R09_2018_ENG_SOURCE_85	ESS_R09_2018_GER_AT_89	ESS_R09_2018	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	RESPONSE	B13	1	Yes	Ja
ESS_R09_2018_ENG_SOURCE_86	ESS_R09_2018_GER_AT_90	ESS_R09_2018	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	RESPONSE	B13	2	No	Nein
ESS_R09_2018_ENG_SOURCE_87	ESS_R09_2018_GER_AT_91	ESS_R09_2018	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	RESPONSE	B13	3	Not eligible to vote	Nicht wahlberechtigt
ESS_R09_2018_ENG_SOURCE_88	ESS_R09_2018_GER_AT_92	ESS_R09_2018	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	REQUEST	B14		Which party did you vote for in that election?	Für welche Partei haben Sie bei dieser Wahl gestimmt?
ESS_R09_2018_ENG_SOURCE_99	ESS_R09_2018_GER_AT_105	ESS_R09_2018	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	INSTRUCTION	B15		READ OUT...	VORLESEN...
ESS_R09_2018_ENG_SOURCE_96	ESS_R09_2018_GER_AT_102	ESS_R09_2018	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	REQUEST	B15		There are different ways of trying to improve things in [country] or help prevent things from going wrong.	Es gibt verschiedene Wege, die Lage in Österreich zu verbessern oder zu versuchen, Fehlentwicklungen zu vermeiden.
ESS_R09_2018_ENG_SOURCE_97	ESS_R09_2018_GER_AT_103	ESS_R09_2018	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	REQUEST	B15		During the last 12 months, have you done any of the following?	Haben Sie während der letzten 12 Monate eine der folgenden Handlungen gesetzt?
ESS_R09_2018_ENG_SOURCE_98	ESS_R09_2018_GER_AT_104	ESS_R09_2018	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	REQUEST	B15		Have you...	Haben Sie ...
ESS_R09_2018_ENG_SOURCE_100	ESS_R09_2018_GER_AT_106	ESS_R09_2018	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	REQUEST	B15		...contacted a politician, government or local government official?	..einen Politiker oder einen Vertreter der Bundesregierung, der Landesregierung oder der Gemeindeverwaltung kontaktiert?
ESS_R09_2018_ENG_SOURCE_101	ESS_R09_2018_GER_AT_107	ESS_R09_2018	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	RESPONSE	B15	1	Yes	Ja
ESS_R09_2018_ENG_SOURCE_102	ESS_R09_2018_GER_AT_108	ESS_R09_2018	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	RESPONSE	B15	2	No	Nein
ESS_R09_2018_ENG_SOURCE_103	ESS_R09_2018_GER_AT_109	ESS_R09_2018	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	RESPONSE	B15	777	Refusal	Verweigert
ESS_R09_2018_ENG_SOURCE_104	ESS_R09_2018_GER_AT_110	ESS_R09_2018	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	RESPONSE	B15	888	Don't know	Weiß nicht
ESS_R09_2018_ENG_SOURCE_105	ESS_R09_2018_GER_AT_111	ESS_R09_2018	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	REQUEST	B16		...worked in a political party or action group?	..in einer politischen Partei oder Gruppierung mitgearbeitet?
ESS_R09_2018_ENG_SOURCE_106	ESS_R09_2018_GER_AT_112	ESS_R09_2018	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	REQUEST	B17		...worked in another organisation or association?	..in irgendeiner anderen Organisation oder Vereinigung mitgearbeitet?
