source_survey_itemID	target_survey_itemID	Study	module	item_type	item_name	item_value	source_text	target_text
ESS_R07_2014_ENG_SOURCE_31	ESS_R07_2014_GER_DE_30	ESS_R07_2014	A - Media; social trust	RESPONSE	A3	10	Most people can be trusted	Den meisten Menschen kann man vertrauen
ESS_R07_2014_ENG_SOURCE_32	ESS_R07_2014_GER_DE_31	ESS_R07_2014	A - Media; social trust	RESPONSE	A3	888	Don't know	Weiß nicht
ESS_R07_2014_ENG_SOURCE_33	ESS_R07_2014_GER_DE_32	ESS_R07_2014	A - Media; social trust	RESPONSE	A3	777	Refusal	keine Antwort
ESS_R07_2014_ENG_SOURCE_34	ESS_R07_2014_GER_DE_33	ESS_R07_2014	A - Media; social trust	INSTRUCTION	A4		CARD 3	Bitte benutzen Sie Liste 3.
ESS_R07_2014_ENG_SOURCE_35	ESS_R07_2014_GER_DE_34	ESS_R07_2014	A - Media; social trust	REQUEST	A4		Using this card, do you think that most people would try to take advantage of you if they got the chance, or would they try to be fair?	Glauben Sie, dass die meisten Menschen versuchen, Sie auszunutzen, wenn sie die Gelegenheit dazu haben, oder versuchen die meisten Menschen, sich fair zu verhalten?
ESS_R07_2014_ENG_SOURCE_36	ESS_R07_2014_GER_DE_35	ESS_R07_2014	A - Media; social trust	RESPONSE	A4	0	Most people would try to take advantage of me	Die meisten Menschen versuchen, mich auszunutzen
ESS_R07_2014_ENG_SOURCE_37	ESS_R07_2014_GER_DE_36	ESS_R07_2014	A - Media; social trust	RESPONSE	A4	10	Most people would try to be fair	Die meisten Menschen versuchen, sich fair zu verhalten
ESS_R07_2014_ENG_SOURCE_38	ESS_R07_2014_GER_DE_37	ESS_R07_2014	A - Media; social trust	RESPONSE	A4	888	Don't know	Weiß nicht
ESS_R07_2014_ENG_SOURCE_39	ESS_R07_2014_GER_DE_38	ESS_R07_2014	A - Media; social trust	RESPONSE	A4	777	Refusal	keine Antwort
ESS_R07_2014_ENG_SOURCE_40	ESS_R07_2014_GER_DE_40	ESS_R07_2014	A - Media; social trust	INSTRUCTION	A5		CARD 4	Bitte benutzen Sie dafür Liste 4.
ESS_R07_2014_ENG_SOURCE_42		ESS_R07_2014	A - Media; social trust	INSTRUCTION	A5		Please use this card.	
ESS_R07_2014_ENG_SOURCE_41	ESS_R07_2014_GER_DE_39	ESS_R07_2014	A - Media; social trust	REQUEST	A5		Would you say that most of the time people try to be helpful or that they are mostly looking out for themselves?	Und glauben Sie, dass die Menschen meistens versuchen, hilfsbereit zu sein, oder dass die Menschen meistens auf den eigenen Vorteil bedacht sind?
ESS_R07_2014_ENG_SOURCE_43	ESS_R07_2014_GER_DE_41	ESS_R07_2014	A - Media; social trust	RESPONSE	A5	0	People mostly look out for themselves	Die Menschen sind meistens auf den eigenen Vorteil bedacht
ESS_R07_2014_ENG_SOURCE_44	ESS_R07_2014_GER_DE_42	ESS_R07_2014	A - Media; social trust	RESPONSE	A5	10	People mostly try to be helpful	Die Menschen versuchen meistens, hilfsbereit zu sein
ESS_R07_2014_ENG_SOURCE_45	ESS_R07_2014_GER_DE_43	ESS_R07_2014	A - Media; social trust	RESPONSE	A5	888	Don't know	Weiß nicht
ESS_R07_2014_ENG_SOURCE_46	ESS_R07_2014_GER_DE_44	ESS_R07_2014	A - Media; social trust	RESPONSE	A5	777	Refusal	keine Antwort
ESS_R07_2014_ENG_SOURCE_47	ESS_R07_2014_GER_DE_45	ESS_R07_2014	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	INTRODUCTION	B1		Now we want to ask a few questions about politics and government.	Nun möchten wir Ihnen einige Fragen über Staat und Politik stellen.
ESS_R07_2014_ENG_SOURCE_50	ESS_R07_2014_GER_DE_48	ESS_R07_2014	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	INSTRUCTION	B1		READ OUT	Interviewer: BITTE VORLESEN.
ESS_R07_2014_ENG_SOURCE_48	ESS_R07_2014_GER_DE_46	ESS_R07_2014	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	REQUEST	B1		How interested would you say you are in politics -	Wie sehr interessieren Sie sich für Politik?
ESS_R07_2014_ENG_SOURCE_49	ESS_R07_2014_GER_DE_47	ESS_R07_2014	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	REQUEST	B1		are you...	Sind Sie...
ESS_R07_2014_ENG_SOURCE_51	ESS_R07_2014_GER_DE_49	ESS_R07_2014	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	RESPONSE	B1	0	very interested	sehr interessiert,
ESS_R07_2014_ENG_SOURCE_52	ESS_R07_2014_GER_DE_50	ESS_R07_2014	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	RESPONSE	B1	1	quite interested	ziemlich interessiert,
ESS_R07_2014_ENG_SOURCE_53	ESS_R07_2014_GER_DE_51	ESS_R07_2014	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	RESPONSE	B1	2	hardly interested	wenig interessiert,
ESS_R07_2014_ENG_SOURCE_54	ESS_R07_2014_GER_DE_52	ESS_R07_2014	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	RESPONSE	B1	3	or, not at all interested	oder überhaupt nicht interessiert?
ESS_R07_2014_ENG_SOURCE_55	ESS_R07_2014_GER_DE_53	ESS_R07_2014	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	RESPONSE	B1	888	Don't know	Weiß nicht
ESS_R07_2014_ENG_SOURCE_56	ESS_R07_2014_GER_DE_54	ESS_R07_2014	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	RESPONSE	B1	777	Refusal	keine Antwort
ESS_R07_2014_ENG_SOURCE_57		ESS_R07_2014	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	INSTRUCTION	B1a		CARD 5	
ESS_R07_2014_ENG_SOURCE_59		ESS_R07_2014	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	INSTRUCTION	B1a		Please use this card.	
ESS_R07_2014_ENG_SOURCE_58	ESS_R07_2014_GER_DE_55	ESS_R07_2014	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	REQUEST	B1A		How much would you say the political system in country allows people like you to have a say in what the government does?	Aus Ihrer Sicht: In welchem Maße gibt das politische System in Deutschland Menschen wie Ihnen eine Mitsprachemöglichkeit bei dem, was die Regierung tut?
	ESS_R07_2014_GER_DE_56	ESS_R07_2014	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	REQUEST	B1A			Bitte benutzen
	ESS_R07_2014_GER_DE_57	ESS_R07_2014	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	REQUEST	B1A			Sie Liste 5.
ESS_R07_2014_ENG_SOURCE_60	ESS_R07_2014_GER_DE_58	ESS_R07_2014	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	RESPONSE	B1a	0	Not at all	Überhaupt nicht
ESS_R07_2014_ENG_SOURCE_61	ESS_R07_2014_GER_DE_59	ESS_R07_2014	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	RESPONSE	B1a	10	Completely	Voll und ganz
ESS_R07_2014_ENG_SOURCE_62	ESS_R07_2014_GER_DE_60	ESS_R07_2014	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	RESPONSE	B1a	888	Don't know	Weiß nicht
ESS_R07_2014_ENG_SOURCE_63	ESS_R07_2014_GER_DE_61	ESS_R07_2014	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	RESPONSE	B1a	777	Refusal	keine Antwort
ESS_R07_2014_ENG_SOURCE_64	ESS_R07_2014_GER_DE_63	ESS_R07_2014	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	INSTRUCTION	B1B		CARD 6	Bitte benutzen Sie Liste 6.
ESS_R07_2014_ENG_SOURCE_66		ESS_R07_2014	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	INSTRUCTION	B1b		Please use this card.	
ESS_R07_2014_ENG_SOURCE_65	ESS_R07_2014_GER_DE_62	ESS_R07_2014	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	REQUEST	B1b		How able do you think you are to take an active role in a group involved with political issues?	Wie fähig fühlen Sie sich, eine aktive Rolle in einer Gruppe zu übernehmen, die sich für politische Themen engagiert?
ESS_R07_2014_ENG_SOURCE_67	ESS_R07_2014_GER_DE_64	ESS_R07_2014	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	RESPONSE	B1b	0	Not at all able	Überhaupt nicht fähig
ESS_R07_2014_ENG_SOURCE_68	ESS_R07_2014_GER_DE_65	ESS_R07_2014	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	RESPONSE	B1b	10	Completely able	Voll und ganz fähig
ESS_R07_2014_ENG_SOURCE_69	ESS_R07_2014_GER_DE_66	ESS_R07_2014	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	RESPONSE	B1b	888	Don't know	Weiß nicht
ESS_R07_2014_ENG_SOURCE_70	ESS_R07_2014_GER_DE_67	ESS_R07_2014	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	RESPONSE	B1b	777	Refusal	keine Antwort
ESS_R07_2014_ENG_SOURCE_71	ESS_R07_2014_GER_DE_69	ESS_R07_2014	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	INSTRUCTION	B1C		CARD 7	Bitte benutzen Sie Liste 7.
ESS_R07_2014_ENG_SOURCE_73		ESS_R07_2014	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	INSTRUCTION	B1c		Please use this card.	
ESS_R07_2014_ENG_SOURCE_72	ESS_R07_2014_GER_DE_68	ESS_R07_2014	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	REQUEST	B1c		And how much would you say that the political system in country allows people like you to have an influence on politics?	Aus Ihrer Sicht: In welchem Maße gibt das politische System in Deutschland Menschen wie Ihnen die Möglichkeit, Einfluss auf die Politik zu nehmen?
ESS_R07_2014_ENG_SOURCE_74	ESS_R07_2014_GER_DE_70	ESS_R07_2014	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	RESPONSE	B1c	0	Not at all	Überhaupt nicht
ESS_R07_2014_ENG_SOURCE_75	ESS_R07_2014_GER_DE_71	ESS_R07_2014	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	RESPONSE	B1c	10	Completely	Voll und ganz
ESS_R07_2014_ENG_SOURCE_76	ESS_R07_2014_GER_DE_72	ESS_R07_2014	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	RESPONSE	B1c	888	Don't know	Weiß nicht
ESS_R07_2014_ENG_SOURCE_77	ESS_R07_2014_GER_DE_73	ESS_R07_2014	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	RESPONSE	B1c	777	Refusal	keine Antwort
ESS_R07_2014_ENG_SOURCE_78	ESS_R07_2014_GER_DE_75	ESS_R07_2014	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	INSTRUCTION	B1d		CARD 8	Bitte benutzen Sie Liste 8.
ESS_R07_2014_ENG_SOURCE_79	ESS_R07_2014_GER_DE_74	ESS_R07_2014	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	REQUEST	B1d		And using this card, how confident are you in your own ability to participate in politics?	Wie sehr vertrauen Sie Ihren eigenen Fähigkeiten, sich am politischen Geschehen zu beteiligen?
ESS_R07_2014_ENG_SOURCE_80	ESS_R07_2014_GER_DE_76	ESS_R07_2014	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	RESPONSE	B1d	0	Not at all confident	Vertraue meinen Fähigkeiten überhaupt nicht
ESS_R07_2014_ENG_SOURCE_81	ESS_R07_2014_GER_DE_77	ESS_R07_2014	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	RESPONSE	B1d	10	Completely confident	Vertraue meinen Fähigkeiten voll und ganz
ESS_R07_2014_ENG_SOURCE_82	ESS_R07_2014_GER_DE_78	ESS_R07_2014	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	RESPONSE	B1d	888	Don't know	Weiß nicht
ESS_R07_2014_ENG_SOURCE_83	ESS_R07_2014_GER_DE_79	ESS_R07_2014	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	RESPONSE	B1d	777	Refusal	keine Antwort
ESS_R07_2014_ENG_SOURCE_84	ESS_R07_2014_GER_DE_81	ESS_R07_2014	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	INSTRUCTION	B1E		CARD 9	Bitte benutzen Sie Liste 9.
ESS_R07_2014_ENG_SOURCE_86		ESS_R07_2014	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	INSTRUCTION	B1e		Please use this card.	
ESS_R07_2014_ENG_SOURCE_85	ESS_R07_2014_GER_DE_80	ESS_R07_2014	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	REQUEST	B1e		How much would you say that politicians care what people like you think?	Aus Ihrer Sicht: Wie sehr achten Politiker auf das, was Leute wie Sie denken?
ESS_R07_2014_ENG_SOURCE_87	ESS_R07_2014_GER_DE_82	ESS_R07_2014	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	RESPONSE	B1e	0	Not at all	Überhaupt nicht
ESS_R07_2014_ENG_SOURCE_88	ESS_R07_2014_GER_DE_83	ESS_R07_2014	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	RESPONSE	B1e	10	Completely	Voll und ganz
ESS_R07_2014_ENG_SOURCE_89	ESS_R07_2014_GER_DE_84	ESS_R07_2014	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	RESPONSE	B1e	888	Don't know	Weiß nicht
ESS_R07_2014_ENG_SOURCE_90	ESS_R07_2014_GER_DE_85	ESS_R07_2014	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	RESPONSE	B1e	777	Refusal	keine Antwort
ESS_R07_2014_ENG_SOURCE_91	ESS_R07_2014_GER_DE_87	ESS_R07_2014	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	INSTRUCTION	B1f		CARD 10	Bitte benutzen Sie Liste 10.
ESS_R07_2014_ENG_SOURCE_92	ESS_R07_2014_GER_DE_86	ESS_R07_2014	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	REQUEST	B1f		Using this card, how easy do you personally find it to take part in politics?	Wie leicht finden Sie es, sich selbst am politischen Geschehen zu beteiligen?
ESS_R07_2014_ENG_SOURCE_93	ESS_R07_2014_GER_DE_88	ESS_R07_2014	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	RESPONSE	B1f	0	Not at all easy	Überhaupt nicht leicht
ESS_R07_2014_ENG_SOURCE_94	ESS_R07_2014_GER_DE_89	ESS_R07_2014	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	RESPONSE	B1f	10	Extremely easy	Äußerst leicht
ESS_R07_2014_ENG_SOURCE_95	ESS_R07_2014_GER_DE_90	ESS_R07_2014	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	RESPONSE	B1f	888	Don't know	Weiß nicht
ESS_R07_2014_ENG_SOURCE_96	ESS_R07_2014_GER_DE_91	ESS_R07_2014	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	RESPONSE	B1f	777	Refusal	keine Antwort
ESS_R07_2014_ENG_SOURCE_97	ESS_R07_2014_GER_DE_93	ESS_R07_2014	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	INSTRUCTION	B2		CARD 11	Verwenden Sie dazu diese Skala von 0 bis 10.
ESS_R07_2014_ENG_SOURCE_99	ESS_R07_2014_GER_DE_94	ESS_R07_2014	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	INSTRUCTION	B2		0 means you do not trust an institution at all, and 10 means you have complete trust.	0 bedeutet, dass Sie dieser Einrichtung oder Personengruppe überhaupt nicht vertrauen, und 10 bedeutet, dass Sie ihr voll und ganz vertrauen.
ESS_R07_2014_ENG_SOURCE_101	ESS_R07_2014_GER_DE_96	ESS_R07_2014	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	INSTRUCTION	B2		READ OUT...	Interviewer: BITTE VORLESEN.
ESS_R07_2014_ENG_SOURCE_98	ESS_R07_2014_GER_DE_92	ESS_R07_2014	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	REQUEST	B2		Using this card, please tell me on a score of 0-10 how much you personally trust each of the institutions I read out.	Bitte benutzen Sie Liste 11 und sagen Sie mir zu jeder öffentlichen Einrich- tung oder Personengruppe, die ich Ihnen nenne, wie sehr Sie persönlich jeder einzelnen davon vertrauen.
ESS_R07_2014_ENG_SOURCE_100	ESS_R07_2014_GER_DE_95	ESS_R07_2014	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	REQUEST	B2		Firstly...	Wie ist das mit...
ESS_R07_2014_ENG_SOURCE_102	ESS_R07_2014_GER_DE_97	ESS_R07_2014	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	REQUEST	B2		...country's parliament?	...dem Bun- destag?
ESS_R07_2014_ENG_SOURCE_103	ESS_R07_2014_GER_DE_98	ESS_R07_2014	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	RESPONSE	B2	0	Not trust at all	Vertraue überhaupt nicht
ESS_R07_2014_ENG_SOURCE_104	ESS_R07_2014_GER_DE_99	ESS_R07_2014	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	RESPONSE	B2	10	Complete trust	Vertraue voll und ganz
ESS_R07_2014_ENG_SOURCE_105	ESS_R07_2014_GER_DE_100	ESS_R07_2014	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	RESPONSE	B2	888	Don't know	Weiß nicht
ESS_R07_2014_ENG_SOURCE_106	ESS_R07_2014_GER_DE_101	ESS_R07_2014	B - Politics, including: political interest, efficacy, trust, electoral and other forms of participation, party allegiance, socio-political evaluations/orientations, multi-level governance	RESPONSE	B2	777	Refusal	keine Antwort
