sentence_number	batch	model	prompt	temperature	bertscore_precision	bertscore_recall	bertscore_f1	CHRF	COMET
14	2	ChatGPT 4	prompt1	0.3	0.9032649993896484	0.8607043027877808	0.8814712166786194	72.2478332738714	0.9255456924438477
15	2	ChatGPT 4	prompt1	0.3	0.9286923408508301	0.8980339169502258	0.9131059050559998	77.06368302203043	0.9357179999351501
16	2	ChatGPT 4	prompt1	0.3	0.939639151096344	0.9104636311531067	0.9248213171958923	79.24709022145319	0.9524208307266235
17	2	ChatGPT 4	prompt1	0.3	1.0	1.0	1.0	100.0	0.9820597171783447
18	2	ChatGPT 4	prompt1	0.3	0.8241326808929443	0.8278310894966125	0.8259777426719666	38.40073304803419	0.844392716884613
19	2	ChatGPT 4	prompt1	0.3	1.0	1.0	1.0	100.0	0.9943715929985046
20	2	ChatGPT 4	prompt1	0.3	0.8453896641731262	0.8137605786323547	0.8292736411094666	52.9042840595997	0.7450717687606812
21	2	ChatGPT 4	prompt1	0.3	0.8244426846504211	0.780600905418396	0.8019229769706726	34.97565899286677	0.6860095858573914
22	2	ChatGPT 4	prompt1	0.3	0.9501892328262329	0.9623778462409973	0.9562446475028992	88.26166534904476	0.9438521862030029
23	2	ChatGPT 4	prompt1	0.3	0.874744713306427	0.8734554648399353	0.874099612236023	32.436107241211545	0.7758765816688538
24	2	ChatGPT 4	prompt1	0.3	0.8857182264328003	0.864745557308197	0.8751062750816345	56.702434543991274	0.8074201345443726
25	2	ChatGPT 4	prompt1	0.3	1.0000001192092896	1.0000001192092896	1.0000001192092896	100.0	0.9909891486167908
26	2	ChatGPT 4	prompt1	0.3	0.7488601207733154	0.7551240921020508	0.7519790530204773	39.96824002928982	0.8345767855644226
27	2	ChatGPT 4	prompt1	0.3	0.9999999403953552	0.9999999403953552	0.9999999403953552	100.0	0.9837085604667664
28	2	ChatGPT 4	prompt1	0.3	0.7813712954521179	0.8737788796424866	0.8249955177307129	38.00376884265436	0.9233179688453674
29	2	ChatGPT 4	prompt1	0.3	1.000000238418579	1.000000238418579	1.000000238418579	100.0	0.9875254034996033
30	2	ChatGPT 4	prompt1	0.3	0.9999997615814209	0.9999997615814209	0.9999997615814209	100.0	0.9859870076179504
31	2	ChatGPT 4	prompt1	0.3	1.0000001192092896	1.0000001192092896	1.0000001192092896	100.0	0.9899653792381287
32	2	ChatGPT 4	prompt1	0.3	0.8241326808929443	0.8278310894966125	0.8259777426719666	38.40073304803419	0.844392716884613
33	2	ChatGPT 4	prompt1	0.3	1.0	1.0	1.0	100.0	0.9943715929985046
34	2	ChatGPT 4	prompt1	0.3	0.9903790950775146	0.9845934510231018	0.9874778389930725	86.43896914489227	0.9412584900856018
35	2	ChatGPT 4	prompt1	0.3	0.9574303030967712	0.9090160727500916	0.9325953125953674	74.97806416372931	0.9414898753166199
36	2	ChatGPT 4	prompt1	0.3	0.9250521063804626	0.928286612033844	0.9266665577888489	72.8698878759832	0.7558662295341492
37	2	ChatGPT 4	prompt1	0.3	0.8512664437294006	0.8832947015762329	0.8669848442077637	41.47278913638714	0.6715637445449829
38	2	ChatGPT 4	prompt1	0.3	0.9601547122001648	0.9601547122001648	0.9601547122001648	87.5266113094671	0.9335407614707947
39	2	ChatGPT 4	prompt1	0.3	0.828330934047699	0.8055676817893982	0.8167906999588013	47.87436165948606	0.8479206562042236
40	2	ChatGPT 4	prompt1	0.3	0.8779869079589844	0.825783371925354	0.851085364818573	24.71532358242812	0.9283739924430847
41	2	ChatGPT 4	prompt1	0.3	1.0	1.0	1.0	100.0	0.9891265630722046
42	2	ChatGPT 4	prompt1	0.3	0.688366711139679	0.7112244963645935	0.6996089220046997	38.17555336583413	0.82602459192276
43	2	ChatGPT 4	prompt1	0.3	0.9999998807907104	0.9999998807907104	0.9999998807907104	100.0	0.9898729920387268
44	2	ChatGPT 4	prompt1	0.3	0.9349491596221924	0.9349491596221924	0.9349491596221924	46.46907890540617	0.9441255331039429
45	2	ChatGPT 4	prompt1	0.3	0.8241326808929443	0.8278310894966125	0.8259777426719666	38.40073304803419	0.844392716884613
46	2	ChatGPT 4	prompt1	0.3	1.0	1.0	1.0	100.0	0.9943715929985046
47	2	ChatGPT 4	prompt1	0.3	0.918220043182373	0.9287158250808716	0.9234381318092346	68.5256889057238	0.8936678767204285
48	2	ChatGPT 4	prompt1	0.3	0.9635806083679199	0.9579743146896362	0.9607692360877991	76.00004297523994	0.9458139538764954
49	2	ChatGPT 4	prompt1	0.3	0.9079351425170898	0.8673744201660156	0.8871914148330688	71.23902402413714	0.8913924098014832
50	2	ChatGPT 4	prompt1	0.3	0.8512664437294006	0.8832947015762329	0.8669848442077637	41.47278913638714	0.6715637445449829
51	2	ChatGPT 4	prompt1	0.3	0.8959046602249146	0.8935784101486206	0.8947400450706482	43.72091817224435	0.8860328197479248
52	2	ChatGPT 4	prompt1	0.3	0.8735438585281372	0.8529346585273743	0.8631162047386169	52.85415404851792	0.8634909987449646
53	2	ChatGPT 4	prompt1	0.3	0.9507479667663574	0.9638041853904724	0.9572315216064453	73.17088515377122	0.9673736691474915
54	2	ChatGPT 4	prompt1	0.3	0.9310860633850098	0.9412651658058167	0.936147928237915	67.76472852709833	0.9446495175361633
55	2	ChatGPT 4	prompt1	0.3	0.929360032081604	0.9271845817565918	0.9282710552215576	67.90699213432762	0.9443936347961426
56	2	ChatGPT 4	prompt1	0.3	0.913557767868042	0.8802210092544556	0.8965796232223511	50.731123453953366	0.9225537776947021
57	2	ChatGPT 4	prompt1	0.3	0.8241326808929443	0.8278310894966125	0.8259777426719666	38.40073304803419	0.844392716884613
58	2	ChatGPT 4	prompt1	0.3	1.0	1.0	1.0	100.0	0.9943715929985046
59	2	ChatGPT 4	prompt1	0.3	0.8163822889328003	0.8537893295288086	0.834666907787323	55.11750866764786	0.8527445197105408
60	2	ChatGPT 4	prompt1	0.3	0.679177463054657	0.6782663464546204	0.6787216067314148	21.252745917906033	0.5316426157951355
61	2	ChatGPT 4	prompt1	0.3	1.0	1.0	1.0	100.0	0.9810548424720764
62	2	ChatGPT 4	prompt1	0.3	1.0	1.0	1.0	100.0	0.9905698895454407
63	2	ChatGPT 4	prompt1	0.3	1.0	1.0	1.0	100.0	0.9877201914787292
64	2	ChatGPT 4	prompt1	0.3	0.9276845455169678	0.9276845455169678	0.9276845455169678	62.80962491153574	0.8611641526222229
65	2	ChatGPT 4	prompt1	0.3	0.8241326808929443	0.8278310894966125	0.8259777426719666	38.40073304803419	0.844392716884613
66	2	ChatGPT 4	prompt1	0.3	1.0	1.0	1.0	100.0	0.9943715929985046
67	2	ChatGPT 4	prompt1	0.3	0.9531142711639404	0.9265991449356079	0.939669668674469	64.00562631864523	0.950827956199646
68	2	ChatGPT 4	prompt1	0.3	0.8618096709251404	0.8393446207046509	0.8504288196563721	48.39804788493595	0.814344048500061
69	2	ChatGPT 4	prompt1	0.3	0.8198351860046387	0.8103546500205994	0.8150672912597656	42.92930789974634	0.5673925280570984
70	2	ChatGPT 4	prompt1	0.3	0.9999999403953552	0.9999999403953552	0.9999999403953552	100.0	0.9907765984535217
71	2	ChatGPT 4	prompt1	0.3	0.8918931484222412	0.8961085677146912	0.8939958214759827	73.3894644366642	0.9253643155097961
72	2	ChatGPT 4	prompt1	0.3	1.0	1.0	1.0	100.0	0.9750762581825256
73	2	ChatGPT 4	prompt1	0.3	0.9999999403953552	0.9999999403953552	0.9999999403953552	100.0	0.9916960597038269
74	2	ChatGPT 4	prompt1	0.3	0.8917655348777771	0.9081770777702332	0.899896502494812	54.74121863135861	0.9565933346748352
75	2	ChatGPT 4	prompt1	0.3	0.76711106300354	0.76711106300354	0.76711106300354	19.332925566238984	0.8135027289390564
76	2	ChatGPT 4	prompt1	0.3	0.8120322227478027	0.7856553792953491	0.7986260652542114	25.02558363384822	0.9295548796653748
77	2	ChatGPT 4	prompt1	0.3	0.8241326808929443	0.8278310894966125	0.8259777426719666	38.40073304803419	0.844392716884613
78	2	ChatGPT 4	prompt1	0.3	1.0	1.0	1.0	100.0	0.9943715929985046
79	2	ChatGPT 4	prompt1	0.3	0.9424571990966797	0.8973191976547241	0.9193344712257385	75.01240546137652	0.829511821269989
80	2	ChatGPT 4	prompt1	0.3	0.7410888671875	0.7634938359260559	0.752124547958374	36.40600942275522	0.7168304920196533
81	2	ChatGPT 4	prompt1	0.3	0.7666717767715454	0.7568389773368835	0.7617236971855164	40.365516331280816	0.698030412197113
82	2	ChatGPT 4	prompt1	0.3	0.8032009601593018	0.7930614948272705	0.7980990409851074	47.48896149444862	0.799564003944397
83	2	ChatGPT 4	prompt1	0.3	1.0	1.0	1.0	100.0	0.9820341467857361
84	2	ChatGPT 4	prompt1	0.3	0.9999999403953552	0.9999999403953552	0.9999999403953552	100.0	0.9840215444564819
85	2	ChatGPT 4	prompt1	0.3	0.9999997615814209	0.9999997615814209	0.9999997615814209	100.0	0.9859870076179504
86	2	ChatGPT 4	prompt1	0.3	1.0000001192092896	1.0000001192092896	1.0000001192092896	100.0	0.9899653792381287
87	2	ChatGPT 4	prompt1	0.3	0.8241326808929443	0.8278310894966125	0.8259777426719666	38.40073304803419	0.844392716884613
88	2	ChatGPT 4	prompt1	0.3	1.0	1.0	1.0	100.0	0.9943715929985046
89	2	ChatGPT 4	prompt1	0.3	0.7855533957481384	0.7383116483688354	0.7612003087997437	44.04542511876697	0.8099663257598877
90	2	ChatGPT 4	prompt1	0.3	0.7410888671875	0.7634938359260559	0.752124547958374	36.40600942275522	0.7168304920196533
91	2	ChatGPT 4	prompt1	0.3	1.000000238418579	1.000000238418579	1.000000238418579	100.0	0.9849644899368286
92	2	ChatGPT 4	prompt1	0.3	0.9999998807907104	0.9999998807907104	0.9999998807907104	100.0	0.9811449646949768
93	2	ChatGPT 4	prompt1	0.3	0.9999997615814209	0.9999997615814209	0.9999997615814209	100.0	0.9859870076179504
94	2	ChatGPT 4	prompt1	0.3	1.0000001192092896	1.0000001192092896	1.0000001192092896	100.0	0.9899653792381287
95	2	ChatGPT 4	prompt1	0.3	0.8241326808929443	0.8278310894966125	0.8259777426719666	38.40073304803419	0.844392716884613
96	2	ChatGPT 4	prompt1	0.3	1.0	1.0	1.0	100.0	0.9943715929985046
97	2	ChatGPT 4	prompt1	0.3	1.0	1.0	1.0	100.0	0.9846649765968323
98	2	ChatGPT 4	prompt1	0.3	1.0	1.0	1.0	100.0	0.9818198084831238
99	2	ChatGPT 4	prompt1	0.3	0.8761571645736694	0.8747618794441223	0.8754589557647705	63.316850133430755	0.89757239818573
100	2	ChatGPT 4	prompt1	0.3	1.0000001192092896	1.0000001192092896	1.0000001192092896	100.0	0.9847012758255005
101	2	ChatGPT 4	prompt1	0.3	0.8605313897132874	0.849393367767334	0.8549261689186096	60.10889431749445	0.9006379842758179
102	2	ChatGPT 4	prompt1	0.3	0.9999998807907104	0.9999998807907104	0.9999998807907104	100.0	0.9904242157936096
103	2	ChatGPT 4	prompt1	0.3	1.000000238418579	1.000000238418579	1.000000238418579	100.0	0.9887333512306213
104	2	ChatGPT 4	prompt1	0.3	0.8037731647491455	0.7837345600128174	0.7936273813247681	47.46797557763678	0.8385725617408752
105	2	ChatGPT 4	prompt1	0.3	0.8241326808929443	0.8278310894966125	0.8259777426719666	38.40073304803419	0.844392716884613
106	2	ChatGPT 4	prompt1	0.3	1.0	1.0	1.0	100.0	0.9943715929985046
107	2	ChatGPT 4	prompt1	0.3	0.9017170667648315	0.889417827129364	0.8955252170562744	75.34617117343416	0.927558958530426
108	2	ChatGPT 4	prompt1	0.3	0.9323157072067261	0.9505850672721863	0.9413617849349976	81.64975875749052	0.9384567737579346
109	2	ChatGPT 4	prompt1	0.3	0.8932394981384277	0.9162365198135376	0.9045918583869934	72.73021216703113	0.9517673850059509
110	2	ChatGPT 4	prompt1	0.3	0.9280701875686646	0.891676127910614	0.9095092415809631	60.3050990734026	0.94497150182724
111	2	ChatGPT 4	prompt1	0.3	0.8241326808929443	0.8278310894966125	0.8259777426719666	38.40073304803419	0.844392716884613
112	2	ChatGPT 4	prompt1	0.3	1.0	1.0	1.0	100.0	0.9943715929985046
113	2	ChatGPT 4	prompt1	0.3	0.9495998024940491	0.9389668107032776	0.9442533850669861	86.41559078617509	0.9129464030265808
114	2	ChatGPT 4	prompt1	0.3	0.9772573113441467	0.989866316318512	0.9835214018821716	94.45281019937777	0.9614576697349548
115	2	ChatGPT 4	prompt1	0.3	0.7014525532722473	0.6908724308013916	0.6961222887039185	32.80983608149146	0.5787016749382019
116	2	ChatGPT 4	prompt1	0.3	0.8971158266067505	0.8228244185447693	0.8583657145500183	53.012714220161925	0.932470977306366
117	2	ChatGPT 4	prompt1	0.3	1.0	1.0	1.0	100.0	0.9814565777778625
118	2	ChatGPT 4	prompt1	0.3	0.9801735877990723	0.9801735877990723	0.9801735877990723	89.14119902462402	0.9489423036575317
119	2	ChatGPT 4	prompt1	0.3	0.8241326808929443	0.8278310894966125	0.8259777426719666	38.40073304803419	0.844392716884613
120	2	ChatGPT 4	prompt1	0.3	1.0	1.0	1.0	100.0	0.9943715929985046
121	2	ChatGPT 4	prompt1	0.3	0.8804595470428467	0.8715474605560303	0.8759808540344238	58.989510299885964	0.8763101696968079
122	2	ChatGPT 4	prompt1	0.3	0.703654944896698	0.7114887833595276	0.7075501680374146	30.128561042767245	0.6639888882637024
123	2	ChatGPT 4	prompt1	0.3	0.8989184498786926	0.874333381652832	0.8864555358886719	60.2469086305971	0.9266742467880249
124	2	ChatGPT 4	prompt1	0.3	0.8779869079589844	0.825783371925354	0.851085364818573	24.71532358242812	0.9283739924430847
125	2	ChatGPT 4	prompt1	0.3	1.0	1.0	1.0	100.0	0.9891265630722046
126	2	ChatGPT 4	prompt1	0.3	0.688366711139679	0.7112244963645935	0.6996089220046997	38.17555336583413	0.82602459192276
127	2	ChatGPT 4	prompt1	0.3	0.9999998807907104	0.9999998807907104	0.9999998807907104	100.0	0.9898729920387268
128	2	ChatGPT 4	prompt1	0.3	0.9349491596221924	0.9349491596221924	0.9349491596221924	46.46907890540617	0.9441255331039429
129	2	ChatGPT 4	prompt1	0.3	0.8241326808929443	0.8278310894966125	0.8259777426719666	38.40073304803419	0.844392716884613
130	2	ChatGPT 4	prompt1	0.3	1.0	1.0	1.0	100.0	0.9943715929985046
131	2	ChatGPT 4	prompt1	0.3	0.8773316144943237	0.862703263759613	0.8699559569358826	65.75447567069813	0.7279120683670044
132	2	ChatGPT 4	prompt1	0.3	0.8512664437294006	0.8832947015762329	0.8669848442077637	41.47278913638714	0.6715637445449829
133	2	ChatGPT 4	prompt1	0.3	0.8495683670043945	0.8664153218269348	0.8579091429710388	45.60948051613132	0.8516346216201782
134	2	ChatGPT 4	prompt1	0.3	0.7813819646835327	0.823805570602417	0.8020331263542175	41.883776814972606	0.894775927066803
135	2	ChatGPT 4	prompt1	0.3	0.8792421817779541	0.8199180364608765	0.8485444784164429	44.63203161110588	0.8791147470474243
136	2	ChatGPT 4	prompt1	0.3	0.8294575214385986	0.7825111150741577	0.8053006529808044	37.768161388445996	0.9344386458396912
137	2	ChatGPT 4	prompt1	0.3	0.8241326808929443	0.8278310894966125	0.8259777426719666	38.40073304803419	0.844392716884613
138	2	ChatGPT 4	prompt1	0.3	1.0	1.0	1.0	100.0	0.9943715929985046
139	2	ChatGPT 4	prompt1	0.3	0.8728681802749634	0.8423119187355042	0.8573178648948669	53.812023747129686	0.8757749199867249
140	2	ChatGPT 4	prompt1	0.3	0.8708698153495789	0.8550985455513	0.862912118434906	55.912166032246716	0.8189200758934021
141	2	ChatGPT 4	prompt1	0.3	0.9999999403953552	0.9999999403953552	0.9999999403953552	100.0	0.9907280206680298
142	2	ChatGPT 4	prompt1	0.3	1.0	1.0	1.0	100.0	0.9854109883308411
143	2	ChatGPT 4	prompt1	0.3	0.8053783178329468	0.7751820087432861	0.7899917364120483	40.02713038683816	0.9010968208312988
144	2	ChatGPT 4	prompt1	0.3	0.6711651086807251	0.6844106912612915	0.6777231693267822	10.104265737850131	0.562500536441803
145	2	ChatGPT 4	prompt1	0.3	0.9418358206748962	0.9194913506507874	0.9305294752120972	61.15589767044373	0.9592818021774292
146	2	ChatGPT 4	prompt1	0.3	0.8241326808929443	0.8278310894966125	0.8259777426719666	38.40073304803419	0.844392716884613
147	2	ChatGPT 4	prompt1	0.3	1.0	1.0	1.0	100.0	0.9943715929985046
148	2	ChatGPT 4	prompt1	0.3	0.8398841023445129	0.8958477973937988	0.866963803768158	84.69425103926595	0.9103475213050842
149	2	ChatGPT 4	prompt1	0.3	0.906290590763092	0.8940903544425964	0.9001491069793701	66.4917615755279	0.9259387850761414
150	2	ChatGPT 4	prompt1	0.3	0.9405598640441895	0.9251816272735596	0.9328073859214783	76.92823670254971	0.947466254234314
151	2	ChatGPT 4	prompt1	0.3	0.8779869079589844	0.825783371925354	0.851085364818573	24.71532358242812	0.9283739924430847
152	2	ChatGPT 4	prompt1	0.3	1.0	1.0	1.0	100.0	0.9891265630722046
153	2	ChatGPT 4	prompt1	0.3	0.688366711139679	0.7112244963645935	0.6996089220046997	38.17555336583413	0.82602459192276
154	2	ChatGPT 4	prompt1	0.3	0.9999998807907104	0.9999998807907104	0.9999998807907104	100.0	0.9898729920387268
155	2	ChatGPT 4	prompt1	0.3	0.9349491596221924	0.9349491596221924	0.9349491596221924	46.46907890540617	0.9441255331039429
156	2	ChatGPT 4	prompt1	0.3	0.8241326808929443	0.8278310894966125	0.8259777426719666	38.40073304803419	0.844392716884613
157	2	ChatGPT 4	prompt1	0.3	1.0	1.0	1.0	100.0	0.9943715929985046
158	2	ChatGPT 4	prompt1	0.3	0.9623200297355652	0.9332159757614136	0.9475446343421936	73.66846984708924	0.9102980494499207
159	2	ChatGPT 4	prompt1	0.3	0.8958763480186462	0.8925502896308899	0.8942102193832397	61.181490549985526	0.8961648941040039
160	2	ChatGPT 4	prompt1	0.3	1.0	1.0	1.0	100.0	0.9824785590171814
161	2	ChatGPT 4	prompt1	0.3	0.8512664437294006	0.8832947015762329	0.8669848442077637	41.47278913638714	0.6715637445449829
162	2	ChatGPT 4	prompt1	0.3	0.9015011787414551	0.8971936106681824	0.8993421792984009	65.147898466514	0.9132174849510193
163	2	ChatGPT 4	prompt1	0.3	0.7750221490859985	0.7849774360656738	0.7799680233001709	51.00367004886394	0.8315823078155518
164	2	ChatGPT 4	prompt1	0.3	0.9999999403953552	0.9999999403953552	0.9999999403953552	100.0	0.9878422617912292
165	2	ChatGPT 4	prompt1	0.3	1.0	1.0	1.0	100.0	0.9813385009765625
166	2	ChatGPT 4	prompt1	0.3	1.0	1.0	1.0	100.0	0.9883447289466858
167	2	ChatGPT 4	prompt1	0.3	0.886623740196228	0.886623740196228	0.886623740196228	19.755838517863427	0.9026514887809753
168	2	ChatGPT 4	prompt1	0.3	0.8985819816589355	0.8985819816589355	0.8985819816589355	67.23185459091977	0.9626121520996094
169	2	ChatGPT 4	prompt1	0.3	0.8241326808929443	0.8278310894966125	0.8259777426719666	38.40073304803419	0.844392716884613
170	2	ChatGPT 4	prompt1	0.3	1.0	1.0	1.0	100.0	0.9943715929985046
171	2	ChatGPT 4	prompt1	0.3	0.8142377138137817	0.805830180644989	0.81001216173172	48.56789026333136	0.8406532406806946
172	2	ChatGPT 4	prompt1	0.3	0.818721354007721	0.886978030204773	0.851483941078186	53.27310504893208	0.8387558460235596
173	2	ChatGPT 4	prompt1	0.3	0.8637082576751709	0.8291944265365601	0.8460994958877563	58.83817614205829	0.8449429869651794
174	2	ChatGPT 4	prompt1	0.3	0.8577969074249268	0.8259414434432983	0.8415678143501282	57.19204061457807	0.8050339818000793
175	2	ChatGPT 4	prompt1	0.3	0.8171965479850769	0.8214486837387085	0.8193171620368958	37.93308551368644	0.8935802578926086
176	2	ChatGPT 4	prompt1	0.3	0.8241326808929443	0.8278310894966125	0.8259777426719666	38.40073304803419	0.844392716884613
177	2	ChatGPT 4	prompt1	0.3	1.0	1.0	1.0	100.0	0.9943715929985046
178	2	ChatGPT 4	prompt1	0.3	0.8137028217315674	0.8591536283493042	0.8358107805252075	49.73888740642893	0.8492462038993835
179	2	ChatGPT 4	prompt1	0.3	0.7436392903327942	0.778415858745575	0.7606303095817566	47.802066960661534	0.6543684005737305
180	2	ChatGPT 4	prompt1	0.3	0.8512664437294006	0.8832947015762329	0.8669848442077637	41.47278913638714	0.6715637445449829
181	2	ChatGPT 4	prompt1	0.3	0.9167038202285767	0.8859329223632812	0.9010557532310486	69.11514613043192	0.8895519375801086
182	2	ChatGPT 4	prompt1	0.3	1.0000001192092896	1.0000001192092896	1.0000001192092896	100.0	0.9890469908714294
183	2	ChatGPT 4	prompt1	0.3	0.8084090948104858	0.7348829507827759	0.769894540309906	15.554126195188564	0.7808852195739746
184	2	ChatGPT 4	prompt1	0.3	0.9346663951873779	0.8737625479698181	0.9031888842582703	56.70997971803937	0.9277299642562866
185	2	ChatGPT 4	prompt1	0.3	0.7417637705802917	0.6996220350265503	0.720076858997345	17.24113618525268	0.669170081615448
186	2	ChatGPT 4	prompt1	0.3	0.8649357557296753	0.7588099837303162	0.808404803276062	31.92437129204907	0.6330416798591614
187	2	ChatGPT 4	prompt1	0.3	0.9579725861549377	0.9394285678863525	0.9486100077629089	60.892310748988244	0.9612903594970703
188	2	ChatGPT 4	prompt1	0.3	0.8241326808929443	0.8278310894966125	0.8259777426719666	38.40073304803419	0.844392716884613
189	2	ChatGPT 4	prompt1	0.3	1.0	1.0	1.0	100.0	0.9943715929985046
190	2	ChatGPT 4	prompt1	0.3	0.8687793016433716	0.8317947387695312	0.8498848676681519	54.757493852778	0.9022958278656006
191	2	ChatGPT 4	prompt1	0.3	0.8437373638153076	0.803007960319519	0.8228690028190613	57.44666952194275	0.760391891002655
192	2	ChatGPT 4	prompt1	0.3	1.0	1.0	1.0	100.0	0.9816941618919373
193	2	ChatGPT 4	prompt1	0.3	1.0	1.0	1.0	100.0	0.9820767641067505
194	2	ChatGPT 4	prompt1	0.3	0.9999999403953552	0.9999999403953552	0.9999999403953552	100.0	0.9895122051239014
195	2	ChatGPT 4	prompt1	0.3	0.9120160341262817	0.9166792035102844	0.9143416285514832	71.40269161123327	0.9338798522949219
196	2	ChatGPT 4	prompt1	0.3	0.7621548175811768	0.7483494281768799	0.7551890015602112	35.11850956176702	0.8829887509346008
197	2	ChatGPT 4	prompt1	0.3	0.8519081473350525	0.8354208469390869	0.843583881855011	35.11850956176702	0.6779604554176331
198	2	ChatGPT 4	prompt1	0.3	0.8983017206192017	0.8843756318092346	0.8912842869758606	37.171408257282835	0.8217856287956238
199	2	ChatGPT 4	prompt1	0.3	0.8241326808929443	0.8278310894966125	0.8259777426719666	38.40073304803419	0.844392716884613
200	2	ChatGPT 4	prompt1	0.3	1.0	1.0	1.0	100.0	0.9943715929985046
201	2	ChatGPT 4	prompt1	0.3	0.8094965815544128	0.8037208318710327	0.8065983653068542	51.20699837198137	0.8305787444114685
202	2	ChatGPT 4	prompt1	0.3	0.919333279132843	0.8654922246932983	0.8916006684303284	44.553112680635756	0.904007613658905
203	2	ChatGPT 4	prompt1	0.3	0.8331242799758911	0.8018014430999756	0.8171627521514893	46.50992916571358	0.8218459486961365
204	2	ChatGPT 4	prompt1	0.3	0.970464825630188	0.970464825630188	0.970464825630188	88.46354290825073	0.9745844006538391
205	2	ChatGPT 4	prompt1	0.3	0.9830189943313599	0.9830189943313599	0.9830189943313599	94.27366887041518	0.9617742896080017
206	2	ChatGPT 4	prompt1	0.3	0.9177343845367432	0.9371033310890198	0.92731773853302	71.3160690491461	0.9213322401046753
207	2	ChatGPT 4	prompt1	0.3	0.9350051879882812	0.9564419984817505	0.9456021189689636	86.53111463573524	0.9328785538673401
208	2	ChatGPT 4	prompt1	0.3	0.9385669827461243	0.9597117304801941	0.949021577835083	87.00665868602285	0.9269314408302307
209	2	ChatGPT 4	prompt1	0.3	1.0	1.0	1.0	100.0	0.9901397824287415
210	2	ChatGPT 4	prompt1	0.3	0.8241326808929443	0.8278310894966125	0.8259777426719666	38.40073304803419	0.844392716884613
211	2	ChatGPT 4	prompt1	0.3	1.0	1.0	1.0	100.0	0.9943715929985046
212	2	ChatGPT 4	prompt1	0.3	0.8069143295288086	0.8432155847549438	0.8246656656265259	54.250158043481235	0.8428489565849304
213	2	ChatGPT 4	prompt1	0.3	0.7703023552894592	0.7549619674682617	0.7625550627708435	39.94374263453562	0.7272958159446716
214	2	ChatGPT 4	prompt1	0.3	0.8512664437294006	0.8832947015762329	0.8669848442077637	41.47278913638714	0.6715637445449829
215	2	ChatGPT 4	prompt1	0.3	0.9644705057144165	0.9526711702346802	0.9585345387458801	88.34939395476782	0.91374272108078
216	2	ChatGPT 4	prompt1	0.3	0.8855957388877869	0.8782284259796143	0.8818966746330261	65.88856890110705	0.8973721861839294
217	2	ChatGPT 4	prompt1	0.3	0.8512664437294006	0.8832947015762329	0.8669848442077637	41.47278913638714	0.6715637445449829
218	2	ChatGPT 4	prompt1	0.3	0.8722705841064453	0.8999128341674805	0.8858761191368103	62.72794059098425	0.5947300791740417
219	2	ChatGPT 4	prompt1	0.3	0.9671860933303833	0.9671860933303833	0.9671860933303833	76.0271861715291	0.8576683402061462
220	2	ChatGPT 4	prompt1	0.3	0.9999999403953552	0.9999999403953552	0.9999999403953552	100.0	0.9827466607093811
221	2	ChatGPT 4	prompt1	0.3	0.8382033705711365	0.8135582804679871	0.8256969451904297	35.9684793334318	0.7202818989753723
222	2	ChatGPT 4	prompt1	0.3	0.8241326808929443	0.8278310894966125	0.8259777426719666	38.40073304803419	0.844392716884613
223	2	ChatGPT 4	prompt1	0.3	1.0	1.0	1.0	100.0	0.9943715929985046
224	2	ChatGPT 4	prompt1	0.3	0.8543023467063904	0.8685837984085083	0.8613839149475098	61.832320445964896	0.8609930872917175
