sentence_number	batch	model	prompt	temperature	bertscore_precision	bertscore_recall	bertscore_f1	CHRF	COMET
39	3	ChatGPT 4	prompt4	0.3	0.828330934047699	0.8055676817893982	0.8167906999588013	47.87436165948606	0.8479206562042236
40	3	ChatGPT 4	prompt4	0.3	1.0	1.0	1.0	100.0	0.9866815805435181
41	3	ChatGPT 4	prompt4	0.3	1.0	1.0	1.0	100.0	0.9891265630722046
42	3	ChatGPT 4	prompt4	0.3	0.6827590465545654	0.6393980979919434	0.6603675484657288	20.66215413234471	0.469586044549942
43	3	ChatGPT 4	prompt4	0.3	0.9999998807907104	0.9999998807907104	0.9999998807907104	100.0	0.9898729920387268
44	3	ChatGPT 4	prompt4	0.3	0.9999998807907104	0.9999998807907104	0.9999998807907104	100.0	0.9905000329017639
45	3	ChatGPT 4	prompt4	0.3	0.8772218823432922	0.8927422761917114	0.8849140405654907	69.78557641800109	0.9127894043922424
46	3	ChatGPT 4	prompt4	0.3	1.0	1.0	1.0	100.0	0.9943715929985046
47	3	ChatGPT 4	prompt4	0.3	0.918220043182373	0.9287158250808716	0.9234381318092346	68.5256889057238	0.8936678767204285
48	3	ChatGPT 4	prompt4	0.3	0.9635806083679199	0.9579743146896362	0.9607692360877991	76.00004297523994	0.9458139538764954
49	3	ChatGPT 4	prompt4	0.3	0.8666240572929382	0.8399656414985657	0.8530866503715515	59.48841093814453	0.8248373866081238
50	3	ChatGPT 4	prompt4	0.3	1.0	1.0	1.0	100.0	0.9835573434829712
51	3	ChatGPT 4	prompt4	0.3	0.8959046602249146	0.8935784101486206	0.8947400450706482	43.72091817224435	0.8860328197479248
52	3	ChatGPT 4	prompt4	0.3	0.8735438585281372	0.8529346585273743	0.8631162047386169	52.85415404851792	0.8634909987449646
53	3	ChatGPT 4	prompt4	0.3	0.9507479667663574	0.9638041853904724	0.9572315216064453	73.17088515377122	0.9673736691474915
54	3	ChatGPT 4	prompt4	0.3	0.9310860633850098	0.9412651658058167	0.936147928237915	67.76472852709833	0.9446495175361633
55	3	ChatGPT 4	prompt4	0.3	0.929360032081604	0.9271845817565918	0.9282710552215576	67.90699213432762	0.9443936347961426
56	3	ChatGPT 4	prompt4	0.3	0.913557767868042	0.8802210092544556	0.8965796232223511	50.731123453953366	0.9225537776947021
57	3	ChatGPT 4	prompt4	0.3	0.8772218823432922	0.8927422761917114	0.8849140405654907	69.78557641800109	0.9127894043922424
58	3	ChatGPT 4	prompt4	0.3	1.0	1.0	1.0	100.0	0.9943715929985046
59	3	ChatGPT 4	prompt4	0.3	0.8403788805007935	0.8854936361312866	0.8623465895652771	68.57138606330996	0.900113046169281
60	3	ChatGPT 4	prompt4	0.3	0.7327944040298462	0.6788871884346008	0.7048115134239197	20.88126969739233	0.49148449301719666
61	3	ChatGPT 4	prompt4	0.3	1.0	1.0	1.0	100.0	0.9810548424720764
62	3	ChatGPT 4	prompt4	0.3	1.0	1.0	1.0	100.0	0.9905698895454407
63	3	ChatGPT 4	prompt4	0.3	1.0	1.0	1.0	100.0	0.9877201914787292
64	3	ChatGPT 4	prompt4	0.3	0.9276845455169678	0.9276845455169678	0.9276845455169678	62.80962491153574	0.8611641526222229
65	3	ChatGPT 4	prompt4	0.3	0.8772218823432922	0.8927422761917114	0.8849140405654907	69.78557641800109	0.9127894043922424
66	3	ChatGPT 4	prompt4	0.3	1.0	1.0	1.0	100.0	0.9943715929985046
67	3	ChatGPT 4	prompt4	0.3	0.9531142711639404	0.9265991449356079	0.939669668674469	64.00562631864523	0.950827956199646
68	3	ChatGPT 4	prompt4	0.3	0.8618096709251404	0.8393446207046509	0.8504288196563721	48.39804788493595	0.814344048500061
69	3	ChatGPT 4	prompt4	0.3	0.8381853699684143	0.8086869120597839	0.8231719732284546	43.02704199042246	0.6758605241775513
70	3	ChatGPT 4	prompt4	0.3	0.9999999403953552	0.9999999403953552	0.9999999403953552	100.0	0.9907765984535217
71	3	ChatGPT 4	prompt4	0.3	0.8918931484222412	0.8961085677146912	0.8939958214759827	73.3894644366642	0.9253643155097961
72	3	ChatGPT 4	prompt4	0.3	1.0	1.0	1.0	100.0	0.9750762581825256
73	3	ChatGPT 4	prompt4	0.3	0.9999999403953552	0.9999999403953552	0.9999999403953552	100.0	0.9916960597038269
74	3	ChatGPT 4	prompt4	0.3	0.8917655348777771	0.9081770777702332	0.899896502494812	54.74121863135861	0.9565933346748352
75	3	ChatGPT 4	prompt4	0.3	0.76711106300354	0.76711106300354	0.76711106300354	19.332925566238984	0.8135027289390564
76	3	ChatGPT 4	prompt4	0.3	0.8120322227478027	0.7856553792953491	0.7986260652542114	25.02558363384822	0.9295548796653748
77	3	ChatGPT 4	prompt4	0.3	0.8772218823432922	0.8927422761917114	0.8849140405654907	69.78557641800109	0.9127894043922424
78	3	ChatGPT 4	prompt4	0.3	1.0	1.0	1.0	100.0	0.9943715929985046
79	3	ChatGPT 4	prompt4	0.3	0.8943260312080383	0.8881586194038391	0.8912316560745239	69.82904157789558	0.831286609172821
80	3	ChatGPT 4	prompt4	0.3	0.8421857953071594	0.8591345548629761	0.8505757451057434	49.24661412586078	0.7880001664161682
81	3	ChatGPT 4	prompt4	0.3	0.7666717767715454	0.7568389773368835	0.7617236971855164	40.365516331280816	0.698030412197113
82	3	ChatGPT 4	prompt4	0.3	0.8032009601593018	0.7930614948272705	0.7980990409851074	47.48896149444862	0.799564003944397
83	3	ChatGPT 4	prompt4	0.3	1.0	1.0	1.0	100.0	0.9820341467857361
84	3	ChatGPT 4	prompt4	0.3	0.9999999403953552	0.9999999403953552	0.9999999403953552	100.0	0.9840215444564819
85	3	ChatGPT 4	prompt4	0.3	0.9999997615814209	0.9999997615814209	0.9999997615814209	100.0	0.9859870076179504
86	3	ChatGPT 4	prompt4	0.3	1.0000001192092896	1.0000001192092896	1.0000001192092896	100.0	0.9899653792381287
87	3	ChatGPT 4	prompt4	0.3	0.8772218823432922	0.8927422761917114	0.8849140405654907	69.78557641800109	0.9127894043922424
88	3	ChatGPT 4	prompt4	0.3	1.0	1.0	1.0	100.0	0.9943715929985046
89	3	ChatGPT 4	prompt4	0.3	0.8470731973648071	0.8081932067871094	0.827176570892334	69.112034670537	0.8897587656974792
90	3	ChatGPT 4	prompt4	0.3	0.8421857953071594	0.8591345548629761	0.8505757451057434	49.24661412586078	0.7880001664161682
91	3	ChatGPT 4	prompt4	0.3	1.000000238418579	1.000000238418579	1.000000238418579	100.0	0.9849644899368286
92	3	ChatGPT 4	prompt4	0.3	0.9999998807907104	0.9999998807907104	0.9999998807907104	100.0	0.9811449646949768
93	3	ChatGPT 4	prompt4	0.3	0.9999997615814209	0.9999997615814209	0.9999997615814209	100.0	0.9859870076179504
94	3	ChatGPT 4	prompt4	0.3	1.0000001192092896	1.0000001192092896	1.0000001192092896	100.0	0.9899653792381287
95	3	ChatGPT 4	prompt4	0.3	0.8772218823432922	0.8927422761917114	0.8849140405654907	69.78557641800109	0.9127894043922424
96	3	ChatGPT 4	prompt4	0.3	1.0	1.0	1.0	100.0	0.9943715929985046
97	3	ChatGPT 4	prompt4	0.3	1.0	1.0	1.0	100.0	0.9846649765968323
98	3	ChatGPT 4	prompt4	0.3	1.0	1.0	1.0	100.0	0.9818198084831238
99	3	ChatGPT 4	prompt4	0.3	0.8407193422317505	0.8085209131240845	0.8243058323860168	55.09576201428843	0.8799310326576233
100	3	ChatGPT 4	prompt4	0.3	1.0000001192092896	1.0000001192092896	1.0000001192092896	100.0	0.9847012758255005
101	3	ChatGPT 4	prompt4	0.3	0.8482941389083862	0.8186113834381104	0.8331884741783142	55.7438389475736	0.8878607153892517
102	3	ChatGPT 4	prompt4	0.3	0.8649278283119202	0.9008915424346924	0.8825435042381287	76.86598560841522	0.9713487029075623
103	3	ChatGPT 4	prompt4	0.3	0.8549333810806274	0.8911646008491516	0.8726730346679688	76.86598560841522	0.9602470993995667
104	3	ChatGPT 4	prompt4	0.3	0.9999999403953552	0.9999999403953552	0.9999999403953552	100.0	0.9896733164787292
105	3	ChatGPT 4	prompt4	0.3	0.8772218823432922	0.8927422761917114	0.8849140405654907	69.78557641800109	0.9127894043922424
106	3	ChatGPT 4	prompt4	0.3	1.0	1.0	1.0	100.0	0.9943715929985046
107	3	ChatGPT 4	prompt4	0.3	0.9017170667648315	0.889417827129364	0.8955252170562744	75.34617117343416	0.927558958530426
108	3	ChatGPT 4	prompt4	0.3	0.9323157072067261	0.9505850672721863	0.9413617849349976	81.64975875749052	0.9384567737579346
109	3	ChatGPT 4	prompt4	0.3	0.8932394981384277	0.9162365198135376	0.9045918583869934	72.73021216703113	0.9517673850059509
110	3	ChatGPT 4	prompt4	0.3	0.9392209053039551	0.9359578490257263	0.9375864863395691	72.89415503801398	0.9488796591758728
111	3	ChatGPT 4	prompt4	0.3	0.8772218823432922	0.8927422761917114	0.8849140405654907	69.78557641800109	0.9127894043922424
112	3	ChatGPT 4	prompt4	0.3	1.0	1.0	1.0	100.0	0.9943715929985046
113	3	ChatGPT 4	prompt4	0.3	0.9495998024940491	0.9389668107032776	0.9442533850669861	86.41559078617509	0.9129464030265808
114	3	ChatGPT 4	prompt4	0.3	0.9772573113441467	0.989866316318512	0.9835214018821716	94.45281019937777	0.9614576697349548
115	3	ChatGPT 4	prompt4	0.3	0.7481834888458252	0.708786129951477	0.7279521822929382	32.12042853194759	0.5672875046730042
116	3	ChatGPT 4	prompt4	0.3	0.8971158266067505	0.8228244185447693	0.8583657145500183	53.012714220161925	0.932470977306366
117	3	ChatGPT 4	prompt4	0.3	1.0	1.0	1.0	100.0	0.9814565777778625
118	3	ChatGPT 4	prompt4	0.3	0.9801735877990723	0.9801735877990723	0.9801735877990723	89.14119902462402	0.9489423036575317
119	3	ChatGPT 4	prompt4	0.3	0.8772218823432922	0.8927422761917114	0.8849140405654907	69.78557641800109	0.9127894043922424
120	3	ChatGPT 4	prompt4	0.3	1.0	1.0	1.0	100.0	0.9943715929985046
121	3	ChatGPT 4	prompt4	0.3	0.8804595470428467	0.8715474605560303	0.8759808540344238	58.989510299885964	0.8763101696968079
122	3	ChatGPT 4	prompt4	0.3	0.7579751014709473	0.7448000311851501	0.7513297200202942	33.605642237886784	0.7226225733757019
123	3	ChatGPT 4	prompt4	0.3	0.8989184498786926	0.874333381652832	0.8864555358886719	60.2469086305971	0.9266742467880249
124	3	ChatGPT 4	prompt4	0.3	1.0	1.0	1.0	100.0	0.9866815805435181
125	3	ChatGPT 4	prompt4	0.3	1.0	1.0	1.0	100.0	0.9891265630722046
126	3	ChatGPT 4	prompt4	0.3	0.6827590465545654	0.6393980979919434	0.6603675484657288	20.66215413234471	0.469586044549942
127	3	ChatGPT 4	prompt4	0.3	0.9999998807907104	0.9999998807907104	0.9999998807907104	100.0	0.9898729920387268
128	3	ChatGPT 4	prompt4	0.3	0.9999998807907104	0.9999998807907104	0.9999998807907104	100.0	0.9905000329017639
129	3	ChatGPT 4	prompt4	0.3	0.8772218823432922	0.8927422761917114	0.8849140405654907	69.78557641800109	0.9127894043922424
130	3	ChatGPT 4	prompt4	0.3	1.0	1.0	1.0	100.0	0.9943715929985046
131	3	ChatGPT 4	prompt4	0.3	0.8161106109619141	0.8067848682403564	0.8114209175109863	62.122021927887616	0.8355923891067505
132	3	ChatGPT 4	prompt4	0.3	1.0	1.0	1.0	100.0	0.9835573434829712
133	3	ChatGPT 4	prompt4	0.3	0.8543757796287537	0.8610373735427856	0.8576936721801758	48.16824598018597	0.8579201698303223
134	3	ChatGPT 4	prompt4	0.3	0.7275477051734924	0.7768514752388	0.7513917088508606	25.10522810613636	0.7499414682388306
135	3	ChatGPT 4	prompt4	0.3	0.8792421817779541	0.8199180364608765	0.8485444784164429	44.63203161110588	0.8791147470474243
136	3	ChatGPT 4	prompt4	0.3	0.8294575214385986	0.7825111150741577	0.8053006529808044	37.768161388445996	0.9344386458396912
137	3	ChatGPT 4	prompt4	0.3	0.8772218823432922	0.8927422761917114	0.8849140405654907	69.78557641800109	0.9127894043922424
138	3	ChatGPT 4	prompt4	0.3	1.0	1.0	1.0	100.0	0.9943715929985046
139	3	ChatGPT 4	prompt4	0.3	0.8728681802749634	0.8423119187355042	0.8573178648948669	53.812023747129686	0.8757749199867249
140	3	ChatGPT 4	prompt4	0.3	0.8708698153495789	0.8550985455513	0.862912118434906	55.912166032246716	0.8189200758934021
141	3	ChatGPT 4	prompt4	0.3	0.9999999403953552	0.9999999403953552	0.9999999403953552	100.0	0.9907280206680298
142	3	ChatGPT 4	prompt4	0.3	1.0	1.0	1.0	100.0	0.9854109883308411
143	3	ChatGPT 4	prompt4	0.3	0.8053783178329468	0.7751820087432861	0.7899917364120483	40.02713038683816	0.9010968208312988
144	3	ChatGPT 4	prompt4	0.3	0.6711651086807251	0.6844106912612915	0.6777231693267822	10.104265737850131	0.562500536441803
145	3	ChatGPT 4	prompt4	0.3	0.9999999403953552	0.9999999403953552	0.9999999403953552	100.0	0.9877792000770569
146	3	ChatGPT 4	prompt4	0.3	0.8772218823432922	0.8927422761917114	0.8849140405654907	69.78557641800109	0.9127894043922424
147	3	ChatGPT 4	prompt4	0.3	1.0	1.0	1.0	100.0	0.9943715929985046
148	3	ChatGPT 4	prompt4	0.3	0.8398841023445129	0.8958477973937988	0.866963803768158	84.69425103926595	0.9103475213050842
149	3	ChatGPT 4	prompt4	0.3	0.8872215747833252	0.8847383856773376	0.8859781622886658	64.30107308223336	0.9236830472946167
150	3	ChatGPT 4	prompt4	0.3	0.9405598640441895	0.9251816272735596	0.9328073859214783	76.92823670254971	0.947466254234314
151	3	ChatGPT 4	prompt4	0.3	1.0	1.0	1.0	100.0	0.9866815805435181
152	3	ChatGPT 4	prompt4	0.3	1.0	1.0	1.0	100.0	0.9891265630722046
153	3	ChatGPT 4	prompt4	0.3	0.6827590465545654	0.6393980979919434	0.6603675484657288	20.66215413234471	0.469586044549942
154	3	ChatGPT 4	prompt4	0.3	0.9999998807907104	0.9999998807907104	0.9999998807907104	100.0	0.9898729920387268
155	3	ChatGPT 4	prompt4	0.3	0.9999998807907104	0.9999998807907104	0.9999998807907104	100.0	0.9905000329017639
156	3	ChatGPT 4	prompt4	0.3	0.8772218823432922	0.8927422761917114	0.8849140405654907	69.78557641800109	0.9127894043922424
157	3	ChatGPT 4	prompt4	0.3	1.0	1.0	1.0	100.0	0.9943715929985046
158	3	ChatGPT 4	prompt4	0.3	0.9623200297355652	0.9332159757614136	0.9475446343421936	73.66846984708924	0.9102980494499207
159	3	ChatGPT 4	prompt4	0.3	0.9078439474105835	0.9044265747070312	0.9061320424079895	67.69152075273882	0.9008620381355286
160	3	ChatGPT 4	prompt4	0.3	1.0	1.0	1.0	100.0	0.9824785590171814
161	3	ChatGPT 4	prompt4	0.3	1.0	1.0	1.0	100.0	0.9835573434829712
162	3	ChatGPT 4	prompt4	0.3	0.8589358329772949	0.8756473660469055	0.8672111630439758	64.8919219071767	0.862977921962738
163	3	ChatGPT 4	prompt4	0.3	0.7750221490859985	0.7849774360656738	0.7799680233001709	51.00367004886394	0.8315823078155518
164	3	ChatGPT 4	prompt4	0.3	0.9999999403953552	0.9999999403953552	0.9999999403953552	100.0	0.9878422617912292
165	3	ChatGPT 4	prompt4	0.3	1.0	1.0	1.0	100.0	0.9813385009765625
166	3	ChatGPT 4	prompt4	0.3	1.0	1.0	1.0	100.0	0.9883447289466858
167	3	ChatGPT 4	prompt4	0.3	0.886623740196228	0.886623740196228	0.886623740196228	19.755838517863427	0.9026514887809753
168	3	ChatGPT 4	prompt4	0.3	0.8985819816589355	0.8985819816589355	0.8985819816589355	67.23185459091977	0.9626121520996094
169	3	ChatGPT 4	prompt4	0.3	0.8772218823432922	0.8927422761917114	0.8849140405654907	69.78557641800109	0.9127894043922424
170	3	ChatGPT 4	prompt4	0.3	1.0	1.0	1.0	100.0	0.9943715929985046
171	3	ChatGPT 4	prompt4	0.3	0.8319910764694214	0.8259919285774231	0.828980565071106	55.77228197907576	0.8495001196861267
172	3	ChatGPT 4	prompt4	0.3	0.8220444917678833	0.8924188613891602	0.8557873368263245	54.76056372483432	0.8587522506713867
173	3	ChatGPT 4	prompt4	0.3	0.8637082576751709	0.8291944265365601	0.8460994958877563	58.83817614205829	0.8449429869651794
174	3	ChatGPT 4	prompt4	0.3	0.8577969074249268	0.8259414434432983	0.8415678143501282	57.19204061457807	0.8050339818000793
175	3	ChatGPT 4	prompt4	0.3	0.822012186050415	0.8207911252975464	0.8214012384414673	37.96875615779177	0.8876573443412781
176	3	ChatGPT 4	prompt4	0.3	0.8772218823432922	0.8927422761917114	0.8849140405654907	69.78557641800109	0.9127894043922424
177	3	ChatGPT 4	prompt4	0.3	1.0	1.0	1.0	100.0	0.9943715929985046
178	3	ChatGPT 4	prompt4	0.3	0.8595278263092041	0.8765154480934143	0.8679385781288147	52.33528851416782	0.8402935862541199
179	3	ChatGPT 4	prompt4	0.3	0.7226830720901489	0.7469943761825562	0.7346376180648804	41.3271523753888	0.7645907402038574
180	3	ChatGPT 4	prompt4	0.3	1.0	1.0	1.0	100.0	0.9835573434829712
181	3	ChatGPT 4	prompt4	0.3	0.8528505563735962	0.8146805167198181	0.8333287239074707	51.515646351679464	0.815606951713562
182	3	ChatGPT 4	prompt4	0.3	1.0000001192092896	1.0000001192092896	1.0000001192092896	100.0	0.9890469908714294
183	3	ChatGPT 4	prompt4	0.3	0.8084090948104858	0.7348829507827759	0.769894540309906	15.554126195188564	0.7808852195739746
184	3	ChatGPT 4	prompt4	0.3	0.9346663951873779	0.8737625479698181	0.9031888842582703	56.70997971803937	0.9277299642562866
185	3	ChatGPT 4	prompt4	0.3	0.7723209857940674	0.7468577027320862	0.7593759894371033	23.122779998182203	0.7104390263557434
186	3	ChatGPT 4	prompt4	0.3	0.8852373957633972	0.8198878765106201	0.8513103127479553	34.49572549989971	0.746513307094574
187	3	ChatGPT 4	prompt4	0.3	0.9213969111442566	0.9054398536682129	0.9133486151695251	51.167209809091354	0.9584046006202698
188	3	ChatGPT 4	prompt4	0.3	0.8772218823432922	0.8927422761917114	0.8849140405654907	69.78557641800109	0.9127894043922424
189	3	ChatGPT 4	prompt4	0.3	1.0	1.0	1.0	100.0	0.9943715929985046
190	3	ChatGPT 4	prompt4	0.3	0.8320267200469971	0.8319252133369446	0.8319759964942932	56.2250847968815	0.9071826338768005
191	3	ChatGPT 4	prompt4	0.3	0.8484501242637634	0.816291332244873	0.8320600986480713	60.10392194998796	0.8204730749130249
192	3	ChatGPT 4	prompt4	0.3	0.7312445640563965	0.7232850790023804	0.7272430658340454	30.60876815867199	0.8204394578933716
193	3	ChatGPT 4	prompt4	0.3	1.0	1.0	1.0	100.0	0.9820767641067505
194	3	ChatGPT 4	prompt4	0.3	0.9999999403953552	0.9999999403953552	0.9999999403953552	100.0	0.9895122051239014
195	3	ChatGPT 4	prompt4	0.3	0.9120160341262817	0.9166792035102844	0.9143416285514832	71.40269161123327	0.9338798522949219
196	3	ChatGPT 4	prompt4	0.3	0.7621548175811768	0.7483494281768799	0.7551890015602112	35.11850956176702	0.8829887509346008
197	3	ChatGPT 4	prompt4	0.3	0.8519081473350525	0.8354208469390869	0.843583881855011	35.11850956176702	0.6779604554176331
198	3	ChatGPT 4	prompt4	0.3	0.8983017206192017	0.8843756318092346	0.8912842869758606	37.171408257282835	0.8217856287956238
199	3	ChatGPT 4	prompt4	0.3	0.8772218823432922	0.8927422761917114	0.8849140405654907	69.78557641800109	0.9127894043922424
200	3	ChatGPT 4	prompt4	0.3	1.0	1.0	1.0	100.0	0.9943715929985046
201	3	ChatGPT 4	prompt4	0.3	0.8095431327819824	0.7933360934257507	0.8013576865196228	51.401093056849355	0.8332406878471375
202	3	ChatGPT 4	prompt4	0.3	0.919333279132843	0.8654922246932983	0.8916006684303284	44.553112680635756	0.904007613658905
203	3	ChatGPT 4	prompt4	0.3	0.8169897794723511	0.7967105507850647	0.8067227005958557	42.33768903760042	0.8136419653892517
204	3	ChatGPT 4	prompt4	0.3	0.970464825630188	0.970464825630188	0.970464825630188	88.46354290825073	0.9745844006538391
205	3	ChatGPT 4	prompt4	0.3	0.9830190539360046	0.9830190539360046	0.9830190539360046	94.27366887041518	0.9617742896080017
206	3	ChatGPT 4	prompt4	0.3	0.9177343845367432	0.9371033310890198	0.92731773853302	71.3160690491461	0.9213322401046753
207	3	ChatGPT 4	prompt4	0.3	0.9350051879882812	0.9564419984817505	0.9456021189689636	86.53111463573524	0.9328785538673401
208	3	ChatGPT 4	prompt4	0.3	0.9385669827461243	0.9597117304801941	0.949021577835083	87.00665868602285	0.9269314408302307
209	3	ChatGPT 4	prompt4	0.3	1.0	1.0	1.0	100.0	0.9901397824287415
210	3	ChatGPT 4	prompt4	0.3	0.8772218823432922	0.8927422761917114	0.8849140405654907	69.78557641800109	0.9127894043922424
211	3	ChatGPT 4	prompt4	0.3	1.0	1.0	1.0	100.0	0.9943715929985046
212	3	ChatGPT 4	prompt4	0.3	0.8028320670127869	0.816897451877594	0.8098036646842957	52.17393195491101	0.8436066508293152
213	3	ChatGPT 4	prompt4	0.3	0.7703023552894592	0.7549619674682617	0.7625550627708435	39.94374263453562	0.7272958159446716
214	3	ChatGPT 4	prompt4	0.3	1.0	1.0	1.0	100.0	0.9835573434829712
215	3	ChatGPT 4	prompt4	0.3	0.9644705057144165	0.9526711702346802	0.9585345387458801	88.34939395476782	0.91374272108078
216	3	ChatGPT 4	prompt4	0.3	0.8855957388877869	0.8782284259796143	0.8818966746330261	65.88856890110705	0.8973721861839294
217	3	ChatGPT 4	prompt4	0.3	1.0	1.0	1.0	100.0	0.9835573434829712
218	3	ChatGPT 4	prompt4	0.3	0.8722705841064453	0.8999128341674805	0.8858761191368103	62.72794059098425	0.5947300791740417
219	3	ChatGPT 4	prompt4	0.3	0.8757603764533997	0.8530647158622742	0.8642635345458984	43.07045778936018	0.6725905537605286
220	3	ChatGPT 4	prompt4	0.3	0.9999999403953552	0.9999999403953552	0.9999999403953552	100.0	0.9827466607093811
221	3	ChatGPT 4	prompt4	0.3	0.8382033705711365	0.8135582804679871	0.8256969451904297	35.9684793334318	0.7202818989753723
222	3	ChatGPT 4	prompt4	0.3	0.8772218823432922	0.8927422761917114	0.8849140405654907	69.78557641800109	0.9127894043922424
223	3	ChatGPT 4	prompt4	0.3	1.0	1.0	1.0	100.0	0.9943715929985046
224	3	ChatGPT 4	prompt4	0.3	0.8543023467063904	0.8685837984085083	0.8613839149475098	61.832320445964896	0.8609930872917175
225	3	ChatGPT 4	prompt4	0.3	0.8511379361152649	0.8672602772712708	0.8591234683990479	64.4088006278638	0.8950720429420471
226	3	ChatGPT 4	prompt4	0.3	1.0	1.0	1.0	100.0	0.9866815805435181
227	3	ChatGPT 4	prompt4	0.3	1.0	1.0	1.0	100.0	0.9891265630722046
